FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Fresno,9,605,Investor - Ptnr.,Comparable,,559-436-3600,7173 N. SHARON AVENUE,FRESNO,93720,MARY JO JACOBSON,62,62,62,"1,113",128,26,100,0,0,0,0,0,201,"1,568",0,"12,706","1,621",348,"1,195",0,0,0,0,0,"2,640","18,510",0,"15,402","1,959",0,"2,154",0,0,0,0,0,"8,834","28,349","4,05,49,869","48,81,787","10,80,067","34,96,838",0,0,0,0,0,"71,00,755","5,71,09,316","42,38,511","7,07,057",0,"4,99,563",0,0,0,0,0,"27,54,008","81,99,139","3,97,312","1,81,70,799","32,99,195","5,63,646","13,36,008",0,0,0,0,0,0,0,0,0,0,"41,14,166","2,78,81,126",0,0,0,0,0,"2,63,12,197","22,89,649","5,16,421","26,60,393",0,0,0,0,0,"56,48,669","3,74,27,329","1,12,075","2,58,54,130",0,0,0,0,0,0,"2,15,922","6,76,244",0,0,0,0,0,0,0,0,0,0,0,0,0
106434032,SAN JOSE BEHAVIORAL HEALTH,2018R1,04-01-2017,12/31/2017,Open,Santa Clara,7,431,Non Profit Corp.,Comparable,,669-234-5959,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,ROB A. MARSH,80,80,80,386,0,307,0,0,0,198,797,0,0,"1,688",0,"5,333",0,"3,388",0,0,0,"1,555","7,654",0,0,"17,930",0,0,0,0,0,0,0,0,0,0,0,0,"1,06,66,000",0,"67,76,000",0,0,0,"31,10,000","1,53,08,000",0,0,"3,58,60,000",0,0,0,0,0,0,0,0,0,0,0,"14,20,062","34,71,036",0,"24,22,067",0,0,0,0,"7,35,190","26,64,698",0,0,0,0,0,0,"1,07,13,053",0,0,0,0,0,"70,94,964",0,"38,23,113",0,0,0,"22,75,091","1,19,53,779",0,0,"2,51,46,947","2,51,728",0,0,"10,296",0,0,0,0,"5,84,856","2,87,46,391",0,0,0,0,0,0,0,0,0,0,0,0,0
106013619,SAN LEANDRO HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Alameda,5,421,City/County,Comparable,,510-437-4800,13855 EAST 14TH STREET,SAN LEANDRO,94578,DELVECCHIO FINLEY,93,48,48,"1,336",167,219,842,0,22,12,148,1,40,"2,787",0,"5,726",767,"1,087","2,864",0,59,40,565,5,148,"11,261",0,"7,762",656,"2,673","18,085",0,997,678,"3,964",12,"3,390","38,217","10,85,08,647","1,32,93,850","1,84,35,894","5,42,50,782",0,"12,60,728","9,47,891","1,15,30,451","1,49,785","28,78,084","21,12,56,112","5,08,38,640","59,50,929","1,54,47,508","8,08,16,648",0,"34,84,508","32,99,487","1,71,48,373","69,782","1,33,27,516","19,03,83,391","77,55,620","12,81,80,065","1,53,32,788","2,83,31,079","12,12,00,520","-25,60,799",0,"1,973","32,76,472","1,52,68,543",0,"20,61,621",0,0,0,0,"31,88,47,882",0,0,"22,56,171",0,"22,56,171","3,11,67,222","39,11,991","81,13,122","1,38,66,910",0,"69,99,434","9,70,906","1,34,10,281","2,19,567","63,88,359","8,50,47,792","82,179","7,99,03,578",0,0,0,0,0,0,"3,49,823","1,43,34,820",0,0,0,0,0,0,0,0,0,0,0,0,0
106404046,SAN LUIS OBISPO COUNTY - PHF,2018R1,04-01-2017,03/31/2018,Open,San Luis Obispo,8,801,City/County,Psychiatric Health Facilities,,805-781-4700,2178 JOHNSON AVENUE,SAN LUIS OBISPO,93401,ANNE ROBIN,16,16,13,0,0,0,0,270,0,326,25,0,0,621,0,0,0,0,0,"1,794",0,"1,346",32,0,0,"3,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,48,935",0,"24,08,109","58,169",0,0,"31,15,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,48,935",0,"24,08,109","58,169",0,0,"31,15,213",0,"48,10,711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410782,SAN MATEO MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,San Mateo,4,427,City/County,Comparable,,650-573-2222,222 WEST 39TH AVENUE,SAN MATEO,94403,"CHESTER J. KUNNAPPILLY, MD",509,509,509,531,406,815,"1,062",0,109,124,1,88,166,"3,302",547,"11,100","8,339","17,504","86,948",0,557,"3,518",18,357,957,"1,29,298","1,05,577","29,186","27,112","53,018","1,69,137",0,"69,607","2,698",0,"6,934","22,458","3,80,150","2,99,21,595","2,16,13,648","3,29,53,381","6,78,62,263",0,"39,36,253","31,14,176","20,340","17,34,308","28,89,829","16,40,45,793","2,56,21,995","2,11,85,272","4,57,07,033","12,77,26,236",0,"5,50,38,552","37,07,168",0,"25,44,209","1,43,40,246","29,58,70,711","39,04,677","3,28,30,622","2,65,00,549","3,12,33,108","13,21,81,825","-4,58,08,459",0,"5,31,41,919","8,21,105","11,324",0,"27,14,801",0,0,0,"1,32,54,048","25,07,85,519",0,"99,19,194",0,0,"99,19,194","2,27,12,968","1,62,98,371","4,74,27,306","11,91,34,327",0,"58,32,886","60,00,239","9,016","2,02,691","14,32,375","21,90,50,179","6,48,81,144","34,43,52,417","2,66,06,929","6,59,59,330",0,0,0,0,"48,54,601","3,05,44,083",0,0,0,0,0,0,0,0,0,0,0,0,0
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Contra Costa,5,411,Investor - Corp.,Comparable,,925-275-9200,6001 NORRIS CANYON ROAD,SAN RAMON,94583,GARY SLOAN,123,123,60,"1,536",722,64,184,0,0,111,"1,967",6,47,"4,637",0,"6,497","3,980",473,616,0,0,367,"6,148",22,169,"18,272",0,"18,291","3,106",314,"2,297",0,0,"2,747","33,554",31,"6,091","66,431","19,40,19,504","9,68,64,596","88,78,316","1,87,77,975",0,0,"1,49,26,426","18,31,33,157","6,96,978","58,25,081","52,31,22,033","11,36,21,584","2,68,03,807","26,70,703","1,81,53,661",0,0,"1,79,49,927","21,00,43,633","2,28,352","2,23,62,265","41,18,33,932","39,48,450","27,26,71,345","9,89,12,899","93,40,458","3,37,15,663",0,0,0,"2,66,85,098","27,10,57,054",0,"9,20,760",0,0,0,"2,52,61,167","74,25,12,894",0,0,0,0,0,"3,49,69,743","2,47,55,504","22,08,561","32,15,973",0,0,"59,59,060","11,94,92,535","4,570","18,37,125","19,24,43,071","11,72,553","17,62,38,771",0,"3,03,564",0,0,0,0,"17,66,178","6,99,73,931",0,0,0,0,0,0,0,0,0,0,"40,85,435","3,50,503","6,65,103"
106424002,SANTA BARBARA - PHF,2018R1,04-01-2017,03/31/2018,Open,Santa Barbara,10,807,City/County,Psychiatric Health Facilities,,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"ALICE A. GLEGHORN, PHD",16,16,16,486,0,689,0,172,0,9,0,0,6,"1,362",0,"1,059",0,"3,801",0,627,0,110,0,0,27,"5,624",0,0,0,0,0,0,0,0,0,0,0,0,"16,59,537",0,"52,60,551",0,"10,00,667",0,"2,35,365",0,0,"72,651","82,28,771",0,0,0,0,0,0,0,0,0,0,0,0,"18,156",0,"21,61,772",0,0,"10,00,667",0,0,0,0,0,0,0,0,0,"31,80,595",0,0,0,0,0,"16,41,381",0,"30,98,779",0,0,0,"2,35,365",0,0,"72,651","50,48,176",0,"89,59,239","14,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106420514,SANTA BARBARA COTTAGE HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Santa Barbara,10,807,Non Profit Corp.,Comparable,Rural,805-687-1111,400 W. PUEBLO STREET,SANTA BARBARA,93105,RON WERFT,450,363,260,"6,852","1,206",972,"2,719",0,0,464,"5,159",0,241,"17,613",0,"37,034","6,078","5,556","13,455",0,0,"2,146","23,863",0,764,"88,896",0,"38,465","4,612","5,547","21,666",0,0,"4,012","39,792",0,"2,906","1,17,000","54,38,00,659","9,53,83,436","8,38,50,409","18,93,52,886",0,0,"2,09,40,534","33,19,40,605",0,"74,77,430","1,27,27,45,959","18,97,06,853","2,48,02,838","1,21,79,865","6,82,23,598",0,0,"94,52,116","15,69,60,789",0,"1,08,55,552","47,21,81,611","99,10,631","58,74,49,642","9,60,00,915","7,44,96,727","17,91,52,638",0,0,0,"1,77,33,778","10,84,96,656",0,"65,46,204",0,0,0,"71,29,063","1,08,69,16,254",0,0,0,0,0,"14,20,24,981","2,41,85,359","2,15,33,548","7,84,23,844",0,0,"1,26,58,873","37,63,71,855",0,"28,12,856","65,80,11,316","1,55,53,917","64,39,25,848","3,68,18,156","11,55,59,460",0,0,0,0,"5,94,76,973","71,20,44,196",0,0,0,0,0,0,0,0,0,0,"2,72,03,950","64,46,508",0
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Santa Clara,7,431,City/County,Comparable,Rural,408-885-5000,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,PAUL LORENZ,574,554,360,"3,049","1,217","5,240","8,916",435,14,288,"2,395",672,0,"22,226",0,"24,073","8,038","31,124","41,749","1,559",29,"2,943","15,353","2,424",0,"1,27,292",0,"95,297","32,913","1,57,190","3,92,924","20,302","1,952","10,928","87,244","22,227",0,"8,20,977","39,77,37,542","12,38,43,887","50,19,95,602","73,93,12,489","2,96,39,655","4,47,113","10,40,08,432","29,17,69,656","4,06,12,422",0,"2,22,93,66,798","35,74,17,115","10,10,68,381","30,68,15,786","77,32,41,729","5,67,95,409","37,24,241","7,33,94,129","19,53,84,114","9,13,90,774",0,"1,95,92,31,678","33,74,780","63,86,65,013","17,86,37,731","65,04,23,404","1,12,56,31,902","-13,13,01,193","7,03,42,584","27,06,774","9,91,16,450","33,15,52,628",0,"10,05,17,321",0,0,0,0,"3,06,96,67,394",0,"23,74,62,815","5,93,303",0,"23,80,56,118","11,52,63,851","4,58,27,057","28,82,34,484","62,43,64,163","1,59,33,398","20,57,880","7,44,71,235","15,25,30,913","3,83,04,219",0,"1,35,69,87,200","7,30,47,919","1,69,44,29,481",0,"9,56,44,857",0,0,0,0,"8,23,55,396","85,95,08,159",0,0,0,0,0,0,0,0,0,0,0,0,0
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,927,Non Profit Corp.,Comparable,Rural,424-259-6000,1250 16TH STREET,SANTA MONICA,90404,DR. DAVID FEINBERG,265,265,265,"5,385","1,605","1,214","1,045",1,0,82,"6,142",54,167,"15,695",0,"28,164","8,228","6,252","5,781",1,0,455,"26,602",189,635,"76,307",0,"41,777","18,216","5,364","13,560",861,0,768,"99,741",492,"6,339","1,87,118","32,46,96,619","2,35,67,319","6,40,90,530","6,49,97,208","25,789",0,"47,65,139","37,76,84,992","24,08,508","69,66,064","86,92,02,168","10,79,22,119","46,15,585","1,36,11,310","2,66,07,232","7,31,374",0,"25,61,774","24,72,44,514","8,25,557","1,05,87,557","41,47,07,022","1,00,40,033","32,71,22,359","1,40,81,441","3,93,98,614","8,09,25,242",0,"4,85,130",0,"36,88,851","25,79,27,706",0,"28,46,704",0,0,0,"63,84,498","74,29,00,578","6,88,821","39,71,319",0,"1,22,22,243","1,68,82,383","10,54,96,379","1,47,90,284","3,83,03,226","1,46,50,517","2,72,033",0,"36,38,062","37,92,24,043",0,"15,16,451","55,78,90,995","2,39,01,969","56,62,53,664",0,"1,39,37,683",0,0,0,0,"3,28,67,674","66,55,02,387",0,0,0,0,0,0,0,0,0,0,0,0,0
106491064,SANTA ROSA MEMORIAL HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Sonoma,3,401,Church,Comparable,,707-525-5300,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,TODD SALNAS,313,284,209,"5,459",512,912,"2,099",0,0,564,"1,776",12,546,"11,880",0,"33,004","3,103","5,526","12,654",0,0,"3,399","10,732",64,"3,299","71,781",0,"97,572","9,300","6,161","51,674",0,0,"9,843","54,114",484,"21,433","2,50,581","74,03,31,670","6,95,73,185","12,41,06,395","28,37,62,516",0,0,"7,61,75,759","24,09,24,338","14,27,957","7,40,11,048","1,61,03,12,868","44,69,12,246","4,27,18,497","2,80,33,555","23,66,97,444",0,0,"4,54,22,894","24,75,92,475","22,44,535","9,82,34,441","1,14,78,56,087","1,41,79,799","1,03,00,25,090","9,90,50,327","10,25,50,243","45,54,82,526",0,0,0,"7,92,82,969","32,48,47,230",0,"94,81,997",0,0,0,"14,03,96,693","2,25,52,96,874",0,0,0,"2,83,68,471","2,83,68,471","15,72,18,825","1,32,41,355","4,95,89,707","6,49,77,433",0,0,"4,95,55,993","17,01,01,990","10,39,955","2,55,15,294","53,12,40,552","1,26,98,843","51,00,11,459","1,58,89,248","1,32,38,026",0,0,0,0,"4,06,79,755","23,21,30,262",0,0,0,0,0,0,0,0,0,0,0,0,0
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Santa Barbara,10,805,Non Profit Corp.,Comparable,Teaching,805-967-3411,2050 VIBORG ROAD,SOLVANG,93463,RONALD C. WERFT,11,11,11,168,19,0,7,0,0,0,24,0,1,219,0,459,56,0,19,0,0,0,60,0,2,596,0,"8,948",603,447,"3,160",0,0,300,"6,240",0,969,"20,667","47,34,563","6,95,759",0,"1,73,543",0,0,0,"5,77,559",0,"21,722","62,03,146","2,12,50,344","14,75,957","6,64,208","58,45,108",0,0,"7,12,300","1,39,57,315",0,"10,64,052","4,49,69,284","-2,48,050","1,82,69,822","16,48,614","5,87,012","53,08,957",0,0,0,"4,34,447","39,26,639",0,"1,39,519",0,0,0,"5,18,369","3,05,85,329",0,0,0,0,0,"78,14,306","5,37,599","77,196","7,16,921",0,0,"2,77,853","1,07,07,456",0,"4,55,770","2,05,87,101","3,81,723","1,64,82,093","5,82,826","26,72,980",0,0,0,0,"3,82,528","1,29,33,910",0,0,0,0,0,0,0,0,0,0,0,0,0
106371256,SCRIPPS GREEN HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,San Diego,14,1416,Non Profit Corp.,Comparable,,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,CARL ETTER,173,150,92,"2,680","2,317",45,30,0,0,43,"3,031",30,40,"8,216",0,"10,473","7,843",472,425,0,0,382,"10,603",136,229,"30,563",0,"22,866","13,922",170,116,0,0,667,"48,579",362,478,"87,160","33,19,36,479","18,94,87,784","85,53,044","1,27,78,287",0,0,"32,70,034","33,74,58,901","14,87,526","43,54,241","88,93,26,296","14,29,79,515","8,58,70,602","12,59,770","7,20,237",0,0,"16,99,878","23,44,82,972","18,61,076","34,66,087","47,23,40,137","20,64,134","39,37,19,733","22,68,87,049","82,34,680","1,16,03,084",0,0,0,"22,77,786","39,88,87,009",0,"33,48,601",0,0,0,"79,39,112","1,05,49,61,188",0,0,0,0,0,"8,10,96,029","4,81,92,718","6,23,998","18,58,705","5,349",0,"25,83,994","17,12,68,575",0,"10,75,877","30,67,05,245","94,40,744","27,66,51,575","27,95,420",0,0,0,0,0,"53,60,055","10,64,72,583",0,0,0,0,0,0,0,0,0,0,0,0,0
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2018R1,04-01-2017,03/31/2018,Open,San Diego,14,1416,Non Profit Corp.,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,193,192,167,"4,024","2,327",500,948,0,0,136,"4,208",115,33,"12,291",0,"19,194","10,300","2,832","4,395",0,0,576,"15,565",353,110,"53,325",0,"18,843","10,773","2,729","8,532",0,0,"1,503","37,709","1,748",504,"82,341","34,72,22,829","19,61,47,733","4,07,25,121","6,20,19,341",0,0,"1,02,99,105","25,06,94,860","69,23,226","21,44,266","91,61,76,481","9,61,31,664","6,38,67,915","91,50,167","3,12,69,427",0,0,"95,35,692","15,86,43,829","51,23,714","14,86,808","37,52,09,216","36,10,704","37,74,55,328","22,28,95,646","3,77,84,976","7,46,29,541",0,0,0,"1,16,95,156","24,66,70,643",0,"1,33,64,741",0,0,0,"41,35,601","99,22,42,336",0,0,0,"1,36,968","1,36,968","6,54,74,244","3,68,53,691","1,12,53,702","1,82,48,986",0,"-3,991","74,42,814","16,00,19,528",0,"-8,645","29,92,80,329","37,10,584","29,09,23,279","1,86,58,324",0,0,0,0,0,"1,28,46,778","16,99,52,516",0,0,0,0,0,0,0,0,0,0,0,0,0
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,2018R1,04-01-2017,03/31/2018,Open,San Diego,14,1416,Non Profit Corp.,Comparable,,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,432,365,295,"5,674","2,579",463,984,0,0,258,"8,027",232,137,"18,354",0,"30,394","13,660","4,249","5,244",0,0,996,"29,786",845,512,"85,686",0,"24,506","7,685","1,941","6,555",0,0,"1,334","52,563","1,669",986,"97,239","81,01,74,596","35,44,63,253","9,61,69,272","14,24,18,145",0,0,"3,75,99,694","90,27,12,918","2,14,19,492","1,28,53,812","2,37,78,11,182","28,85,02,115","11,10,37,646","78,07,749","3,79,16,673",0,0,"1,14,40,062","50,49,31,637","87,32,616","52,07,441","97,55,75,939","53,97,368","94,90,46,771","40,24,97,309","8,39,90,156","15,05,80,080",0,0,0,"2,65,75,680","97,10,30,723",0,"3,01,52,108",0,0,0,"2,02,79,793","2,63,95,49,988",0,0,0,"10,81,124","10,81,124","14,88,11,361","6,26,47,984","1,70,75,938","1,82,07,386","4,841",0,"2,11,41,368","43,10,88,106",0,"1,59,41,273","71,49,18,257","4,68,72,278","61,05,25,573","1,28,68,653",0,0,0,0,0,"1,62,71,233","53,76,04,311",0,0,0,0,0,0,0,0,0,0,0,0,0
106370744,SCRIPPS MERCY HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,San Diego,14,1418,Non Profit Corp.,Comparable,Rural,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103,TOM GAMMIERE,655,528,398,"6,702","6,129","4,119","6,807",0,0,554,"4,832","1,150",157,"30,450",0,"35,970","30,745","24,565","27,964",0,0,"1,708","17,529","3,049",413,"1,41,943",0,"29,029","21,627","20,244","51,883",0,0,"4,934","35,765","7,211",989,"1,71,682","65,94,87,961","56,82,52,471","30,70,97,827","46,37,60,467",0,0,"5,93,13,911","39,49,99,707","4,37,68,448","65,20,386","2,50,32,01,178","18,10,41,598","15,67,31,166","5,22,00,673","18,47,79,874",0,0,"1,54,48,233","21,06,98,244","1,92,91,652","29,68,764","82,31,60,204","1,36,53,211","70,66,86,396","61,06,26,826","25,83,11,605","45,69,35,296","-2,09,33,931",0,0,"4,79,45,182","40,95,61,400",0,"6,19,58,868",0,0,0,"-21,75,520","2,54,25,69,333",0,0,0,"56,73,704","56,73,704","12,94,55,409","11,18,38,624","11,47,42,729","18,91,77,859",0,0,"2,43,58,955","19,38,54,261",0,"2,60,37,916","78,94,65,753","1,54,63,806","76,46,68,911","2,72,93,985","7,293",0,0,0,0,"2,06,04,825","19,29,33,688",0,0,0,0,0,0,0,0,0,0,0,0,0
106124004,SEMPERVIRENS - PHF,2018R1,04-01-2017,03/31/2018,Open,Humboldt,1,105,City/County,Psychiatric Health Facilities,,707-445-7710,720 WOOD STREET,EUREKA,95501,EMI BOTZLER-RODGERS,16,16,16,178,0,0,0,0,0,405,0,3,0,586,0,"1,980",0,0,0,0,0,"2,908",0,73,0,"4,961",0,0,0,0,0,0,0,0,0,0,0,0,"33,82,831",0,0,0,0,0,"49,68,318",0,"1,24,721",0,"84,75,870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-39,420",0,0,0,0,0,0,0,0,0,0,"-39,420",0,0,0,0,0,"33,82,831",0,0,0,0,0,"50,07,738",0,"1,24,721",0,"85,15,290",0,"66,56,800","11,81,710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106321016,SENECA HEALTHCARE DISTRICT,2018R1,04-01-2017,03/31/2018,Open,Plumas,1,215,District,Comparable,Teaching,530-258-2151,130 BRENTWOOD DRIVE,CHESTER,96020,LINDA WAGNER,26,26,26,112,0,7,16,0,0,26,0,0,3,164,4,467,0,"5,112",59,0,0,86,0,0,604,"6,328","5,688","13,715",0,"1,082","3,613",0,0,"9,993",0,0,"1,136","29,539","31,33,404",0,"27,22,858","5,58,483",0,0,"5,98,671",0,0,"3,31,089","73,44,505","87,00,149",0,"5,40,066","30,42,504",0,0,"65,29,214",0,0,"6,31,400","1,94,43,333","7,01,912","60,90,367",0,"16,37,821","18,19,766","-12,902",0,0,"24,52,796",0,0,"94,762",0,0,0,"3,89,066","1,31,73,588",0,0,0,0,0,"57,43,188",0,"16,38,005","17,81,220",0,0,"46,75,088",0,"-94,762","-1,28,489","1,36,14,250","19,14,623","1,62,30,616","28,36,481","5,92,595",0,0,0,0,"4,10,470","18,33,528",0,0,0,0,0,0,0,0,0,0,0,0,0
106410891,SEQUOIA HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,San Mateo,4,428,Non Profit Corp.,Comparable,,650-369-5811,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,BILL GRAHAM,208,172,65,"2,268",374,57,148,0,0,53,"2,408",6,123,"5,437",0,"9,142","1,561",314,625,0,0,105,"7,804",14,311,"19,876",0,"30,280","3,328",412,"2,399",0,0,257,"31,972",382,"1,304","70,334","35,79,07,702","5,16,91,251","1,04,89,537","1,89,14,911",0,0,"7,56,299","25,05,57,884","5,37,538","1,08,85,301","70,17,40,423","23,80,50,085","2,62,41,714","32,06,720","1,88,26,956",0,0,"20,42,671","25,15,80,360","29,81,939","1,02,12,030","55,31,42,475","27,80,998","51,77,47,288","6,89,43,436","85,92,738","3,50,75,064",0,0,0,"21,90,178","30,96,34,125",0,"48,46,151",0,0,0,"2,01,33,644","96,99,43,622",0,0,0,0,0,"7,61,42,341","88,77,405","41,41,433","24,94,725",0,0,"4,54,548","19,04,47,715",0,"23,81,109","28,49,39,276","38,52,498","28,52,58,398",0,"55,83,579",0,0,0,0,"73,75,607","30,91,16,917",0,0,0,0,0,0,0,0,0,0,0,0,0
106410817,SETON MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,San Mateo,4,425,Non Profit Corp.,Comparable,,650-992-4000,1900 SULLIVAN AVENUE,DALY CITY,94015,JOHN FERRELLI,478,415,257,"2,019",484,276,657,0,0,138,"1,793",0,57,"5,424",96,"17,822","4,602","27,902","24,399",0,0,592,"10,798",0,340,"86,455","56,976","34,572","6,945","2,439","29,954",0,0,"1,549","49,964",0,"3,082","1,28,505","35,69,49,579","8,28,39,486","12,07,31,654","15,66,62,990",0,0,"3,35,64,023","25,23,12,409",0,"76,49,829","1,01,07,09,970","14,91,49,857","4,20,49,913","94,37,300","9,24,61,198",0,0,"68,29,331","18,08,28,434",0,"95,65,117","49,03,21,150","63,99,125","45,84,09,992","11,27,05,737","10,37,48,595","20,26,47,472",0,0,0,"3,45,08,445","31,64,22,302",0,"49,75,733",0,0,0,"92,42,372","1,24,90,59,773",0,0,0,0,0,"4,68,40,818","1,20,50,575","2,62,60,303","4,43,37,035",0,0,"56,29,333","11,34,70,790",0,"33,82,493","25,19,71,347","69,88,093","29,10,07,515",0,"-13,81,863",0,0,0,0,"1,57,95,000","4,00,44,039",0,0,0,0,0,0,0,0,0,0,0,0,0
106370875,SHARP CHULA VISTA MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,San Diego,14,1420,Non Profit Corp.,Comparable,,619-482-5800,751 MEDICAL CENTER COURT,CHULA VISTA,91911,PABLO VELEZ,343,338,297,"4,098","2,859","1,677","4,517",7,0,223,"2,225",322,166,"16,094",697,"25,328","16,661","16,987","31,021",116,0,"1,166","10,281","1,492",732,"1,03,784","31,986","28,535","26,975","9,992","36,783",6,0,"5,512","50,092","7,735",893,"1,66,523","41,13,54,433","26,52,53,627","14,22,93,431","34,31,61,525","17,14,498",0,"1,40,00,468","16,51,41,177","1,76,09,610","87,31,271","1,36,92,60,040","17,64,77,682","11,18,76,347","4,97,26,560","20,75,77,985","31,449",0,"2,29,61,582","18,01,17,320","1,34,57,153","15,81,261","76,38,07,339","15,18,465","50,83,58,787","35,30,81,364","13,84,19,717","47,85,72,535","-63,12,159","15,62,363",0,"3,17,34,330","24,99,57,133",0,"3,10,66,763",0,0,0,"69,74,444","1,79,49,33,742","1,53,52,266",0,0,"2,70,08,945","4,23,61,211","7,94,73,328","3,94,00,876","5,99,12,433","7,21,66,975","1,83,584",0,"52,27,720","12,23,10,309",0,"18,19,623","38,04,94,848","56,45,343","39,87,08,845",0,"2,70,52,325",0,0,0,0,"7,39,86,177","17,58,08,004",0,0,0,0,0,0,0,0,0,0,0,0,0
